day,community_energy_demand_kwh,water_energy_demand_kwh,total_demand_kwh,total_solar_kwh,total_wind_kwh,total_renewable_kwh,renewable_consumed_kwh,renewable_surplus_kwh,battery_charge_kwh,battery_discharge_kwh,grid_import_kwh,grid_export_kwh,generator_kwh,generator_excess_kwh,curtailed_kwh,deficit_kwh,battery_soc_kwh,battery_soc_fraction,battery_renewable_fraction,generator_fuel_liters,generator_runtime_hours,grid_import_cost,grid_export_revenue,generator_fuel_cost,total_energy_cost,self_sufficiency_ratio,self_consumption_ratio,renewable_fraction,policy_strategy,policy_grid_mode,policy_deficit,grid_import_cap_used_kwh,grid_export_cap_used_kwh,grid_monthly_import_cap_kwh,grid_monthly_export_cap_kwh
2010-01-01,584.1,0.0,584.1,628.457,20.56,649.017,584.1,64.917,52.632,0.0,0.0,12.285,0.0,0.0,0.0,0.0,800.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.981,1.0,minimize_generator,full_grid,False,0.0,12.285,5000,inf
2010-01-02,582.41,0.0,582.41,634.66,27.6,662.26,582.41,79.85,0.0,0.0,0.0,79.85,0.0,0.0,0.0,0.0,800.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.879,1.0,minimize_generator,full_grid,False,0.0,92.135,5000,inf
2010-01-03,587.26,0.0,587.26,607.458,38.2,645.658,587.26,58.398,0.0,0.0,0.0,58.398,0.0,0.0,0.0,0.0,800.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.91,1.0,minimize_generator,full_grid,False,0.0,150.534,5000,inf
2010-01-04,582.585,0.0,582.585,631.01,252.8,883.81,582.585,301.225,0.0,0.0,0.0,301.225,0.0,0.0,0.0,0.0,800.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.659,1.0,minimize_generator,full_grid,False,0.0,451.759,5000,inf
2010-01-05,580.72,0.0,580.72,640.935,177.08,818.015,580.72,237.295,0.0,0.0,0.0,237.295,0.0,0.0,0.0,0.0,800.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.71,1.0,minimize_generator,full_grid,False,0.0,689.054,5000,inf
2010-01-06,658.17,0.0,658.17,613.178,25.0,638.178,638.178,0.0,0.0,19.992,0.0,0.0,0.0,0.0,0.0,0.0,778.956,0.779,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,minimize_generator,full_grid,False,0.0,689.054,5000,inf
2010-01-07,585.02,0.0,585.02,618.596,15.24,633.836,585.02,48.816,22.151,0.0,0.0,26.665,0.0,0.0,0.0,0.0,800.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.958,1.0,minimize_generator,full_grid,False,0.0,715.719,5000,inf
2010-01-08,586.14,0.0,586.14,647.253,10.2,657.453,586.14,71.313,0.0,0.0,0.0,71.313,0.0,0.0,0.0,0.0,800.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.892,1.0,minimize_generator,full_grid,False,0.0,787.033,5000,inf
2010-01-09,572.425,0.0,572.425,661.67,19.92,681.59,572.425,109.165,0.0,0.0,0.0,109.165,0.0,0.0,0.0,0.0,800.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.84,1.0,minimize_generator,full_grid,False,0.0,896.197,5000,inf
2010-01-10,583.715,0.0,583.715,670.979,1.88,672.859,583.715,89.144,0.0,0.0,0.0,89.144,0.0,0.0,0.0,0.0,800.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.868,1.0,minimize_generator,full_grid,False,0.0,985.341,5000,inf
2010-01-11,586.14,0.0,586.14,645.844,6.44,652.284,586.14,66.144,0.0,0.0,0.0,66.144,0.0,0.0,0.0,0.0,800.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.899,1.0,minimize_generator,full_grid,False,0.0,1051.485,5000,inf
2010-01-12,581.465,0.0,581.465,599.534,6.12,605.654,581.465,24.189,0.0,0.0,0.0,24.189,0.0,0.0,0.0,0.0,800.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.96,1.0,minimize_generator,full_grid,False,0.0,1075.674,5000,inf
2010-01-13,587.085,0.0,587.085,394.549,89.04,483.589,483.589,0.0,0.0,103.496,0.0,0.0,0.0,0.0,0.0,0.0,691.057,0.691,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,minimize_generator,full_grid,False,0.0,1075.674,5000,inf
2010-01-14,583.355,0.0,583.355,644.42,70.2,714.62,583.355,131.265,114.677,0.0,0.0,16.589,0.0,0.0,0.0,0.0,800.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.977,1.0,minimize_generator,full_grid,False,0.0,1092.262,5000,inf
2010-01-15,584.66,3.02,587.68,661.883,54.24,716.123,587.68,128.443,0.0,0.0,0.0,128.443,0.0,0.0,0.0,0.0,800.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.821,1.0,minimize_generator,full_grid,False,0.0,1220.705,5000,inf
2010-01-16,583.355,2.761,586.116,573.372,16.32,589.692,586.116,3.576,0.0,0.0,0.0,3.576,0.0,0.0,0.0,0.0,800.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.994,1.0,minimize_generator,full_grid,False,0.0,1224.281,5000,inf
2010-01-17,659.475,3.217,662.692,471.31,136.2,607.51,607.51,0.0,0.0,55.182,0.0,0.0,0.0,0.0,0.0,0.0,741.914,0.742,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,minimize_generator,full_grid,False,0.0,1224.281,5000,inf
2010-01-18,585.58,3.848,589.428,523.015,433.64,956.655,589.428,367.227,61.143,0.0,0.0,306.084,0.0,0.0,0.0,0.0,800.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.68,1.0,minimize_generator,full_grid,False,0.0,1530.364,5000,inf
2010-01-19,581.85,2.892,584.742,571.873,143.28,715.153,584.742,130.411,0.0,0.0,0.0,130.411,0.0,0.0,0.0,0.0,800.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.818,1.0,minimize_generator,full_grid,False,0.0,1660.775,5000,inf
2010-01-20,588.75,3.173,591.923,485.279,212.96,698.239,591.923,106.316,0.0,0.0,0.0,106.316,0.0,0.0,0.0,0.0,800.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.848,1.0,minimize_generator,full_grid,False,0.0,1767.091,5000,inf
2010-01-21,581.29,2.912,584.202,657.849,146.84,804.689,584.202,220.487,0.0,0.0,0.0,220.487,0.0,0.0,0.0,0.0,800.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.726,1.0,minimize_generator,full_grid,False,0.0,1987.578,5000,inf
2010-01-22,586.525,2.585,589.11,679.373,23.56,702.933,589.11,113.823,0.0,0.0,0.0,113.823,0.0,0.0,0.0,0.0,800.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.838,1.0,minimize_generator,full_grid,False,0.0,2101.401,5000,inf
2010-01-23,571.885,3.283,575.168,688.644,57.72,746.364,575.168,171.196,0.0,0.0,0.0,171.196,0.0,0.0,0.0,0.0,800.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.771,1.0,minimize_generator,full_grid,False,0.0,2272.597,5000,inf
2010-01-24,580.93,3.891,584.821,671.736,354.52,1026.256,584.821,441.435,0.0,0.0,0.0,441.435,0.0,0.0,0.0,0.0,800.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.57,1.0,minimize_generator,full_grid,False,0.0,2714.032,5000,inf
2010-01-25,586.7,3.325,590.025,690.373,424.92,1115.293,590.025,525.268,0.0,0.0,0.0,525.268,0.0,0.0,0.0,0.0,800.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.529,1.0,minimize_generator,full_grid,False,0.0,3239.299,5000,inf
2010-01-26,588.75,3.304,592.054,709.762,218.68,928.442,592.054,336.388,0.0,0.0,0.0,336.388,0.0,0.0,0.0,0.0,800.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.638,1.0,minimize_generator,full_grid,False,0.0,3575.687,5000,inf
2010-01-27,586.7,2.434,589.134,585.961,6.76,592.721,589.134,3.587,0.0,0.0,0.0,3.587,0.0,0.0,0.0,0.0,800.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.994,1.0,minimize_generator,full_grid,False,0.0,3579.274,5000,inf
2010-01-28,585.755,2.761,588.516,725.053,2.28,727.333,588.516,138.817,0.0,0.0,0.0,138.817,0.0,0.0,0.0,0.0,800.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.809,1.0,minimize_generator,full_grid,False,0.0,3718.092,5000,inf
2010-01-29,585.02,3.674,588.694,701.539,68.24,769.779,588.694,181.085,0.0,0.0,0.0,181.085,0.0,0.0,0.0,0.0,800.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.765,1.0,minimize_generator,full_grid,False,0.0,3899.177,5000,inf
2010-01-30,580.72,4.108,584.828,548.457,341.96,890.417,584.828,305.589,0.0,0.0,0.0,305.589,0.0,0.0,0.0,0.0,800.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.657,1.0,minimize_generator,full_grid,False,0.0,4204.766,5000,inf
2010-01-31,583.715,2.825,586.54,410.761,34.16,444.921,444.921,0.0,0.0,141.619,0.0,0.0,0.0,0.0,0.0,0.0,650.927,0.651,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,minimize_generator,full_grid,False,0.0,4204.766,5000,inf
2010-02-01,584.66,3.919,588.579,696.431,249.96,946.391,588.579,357.812,156.919,0.0,0.0,200.894,0.0,0.0,0.0,0.0,800.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.788,1.0,minimize_generator,full_grid,False,0.0,200.894,5000,inf
2010-02-02,657.25,4.329,661.579,736.078,328.24,1064.318,661.579,402.739,0.0,0.0,0.0,402.739,0.0,0.0,0.0,0.0,800.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.622,1.0,minimize_generator,full_grid,False,0.0,603.633,5000,inf
2010-02-03,588.005,3.617,591.622,719.966,495.92,1215.886,591.622,624.264,0.0,0.0,0.0,624.264,0.0,0.0,0.0,0.0,800.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.487,1.0,minimize_generator,full_grid,False,0.0,1227.897,5000,inf
2010-02-04,572.365,3.422,575.787,750.384,511.28,1261.664,575.787,685.877,0.0,0.0,0.0,685.877,0.0,0.0,0.0,0.0,800.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.456,1.0,minimize_generator,full_grid,False,0.0,1913.773,5000,inf
2010-02-05,588.005,3.465,591.47,717.376,414.48,1131.856,591.47,540.386,0.0,0.0,0.0,540.386,0.0,0.0,0.0,0.0,800.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.523,1.0,minimize_generator,full_grid,False,0.0,2454.159,5000,inf
2010-02-06,585.58,3.53,589.11,740.582,260.32,1000.902,589.11,411.792,0.0,0.0,0.0,411.792,0.0,0.0,0.0,0.0,800.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.589,1.0,minimize_generator,full_grid,False,0.0,2865.951,5000,inf
2010-02-07,584.66,3.16,587.82,789.363,38.68,828.043,587.82,240.223,0.0,0.0,0.0,240.223,0.0,0.0,0.0,0.0,800.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.71,1.0,minimize_generator,full_grid,False,0.0,3106.175,5000,inf
2010-02-08,589.485,3.53,593.015,729.978,40.08,770.058,593.015,177.043,0.0,0.0,0.0,177.043,0.0,0.0,0.0,0.0,800.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.77,1.0,minimize_generator,full_grid,False,0.0,3283.218,5000,inf
2010-02-09,657.995,3.532,661.527,746.806,7.48,754.286,661.527,92.759,0.0,0.0,0.0,92.759,0.0,0.0,0.0,0.0,800.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.877,1.0,minimize_generator,full_grid,False,0.0,3375.976,5000,inf
2010-02-10,657.81,3.578,661.388,764.187,18.68,782.867,661.388,121.479,0.0,0.0,0.0,121.479,0.0,0.0,0.0,0.0,800.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.845,1.0,minimize_generator,full_grid,False,0.0,3497.455,5000,inf
2010-02-11,584.45,4.168,588.618,729.76,90.52,820.28,588.618,231.662,0.0,0.0,0.0,231.662,0.0,0.0,0.0,0.0,800.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.718,1.0,minimize_generator,full_grid,False,0.0,3729.117,5000,inf
2010-02-12,586.7,3.911,590.611,775.983,9.56,785.543,590.611,194.932,0.0,0.0,0.0,194.932,0.0,0.0,0.0,0.0,800.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.752,1.0,minimize_generator,full_grid,False,0.0,3924.049,5000,inf
2010-02-13,589.125,4.457,593.582,768.339,18.96,787.299,593.582,193.717,0.0,0.0,0.0,193.717,0.0,0.0,0.0,0.0,800.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.754,1.0,minimize_generator,full_grid,False,0.0,4117.765,5000,inf
2010-02-14,658.555,4.194,662.749,641.94,7.48,649.42,649.42,0.0,0.0,13.329,0.0,0.0,0.0,0.0,0.0,0.0,785.97,0.786,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,minimize_generator,full_grid,False,0.0,4117.765,5000,inf
2010-02-15,586.525,447.366,1033.891,642.246,44.04,686.286,686.286,0.0,0.0,347.605,0.0,0.0,0.0,0.0,0.0,0.0,420.07,0.42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,minimize_generator,full_grid,False,0.0,4117.765,5000,inf
2010-02-16,587.83,432.149,1019.979,698.046,0.84,698.886,698.886,0.0,0.0,209.066,112.027,0.0,0.0,0.0,0.0,0.0,200.0,0.2,1.0,0.0,0.0,4.406,0.0,0.0,4.406,0.89,1.0,0.89,minimize_generator,full_grid,False,112.027,4117.765,5000,inf
2010-02-17,584.45,503.383,1087.833,763.772,29.16,792.932,792.932,0.0,0.0,0.0,294.901,0.0,0.0,0.0,0.0,0.0,200.0,0.2,1.0,0.0,0.0,11.519,0.0,0.0,11.519,0.729,1.0,0.729,minimize_generator,full_grid,False,406.928,4117.765,5000,inf
2010-02-18,584.275,514.184,1098.459,775.153,21.52,796.673,796.673,0.0,0.0,0.0,301.786,0.0,0.0,0.0,0.0,0.0,200.0,0.2,1.0,0.0,0.0,11.777,0.0,0.0,11.777,0.725,1.0,0.725,minimize_generator,full_grid,False,708.714,4117.765,5000,inf
2010-02-19,658.73,589.919,1248.649,811.085,182.68,993.765,993.765,0.0,0.0,0.0,254.884,0.0,0.0,0.0,0.0,0.0,200.0,0.2,1.0,0.0,0.0,9.939,0.0,0.0,9.939,0.796,1.0,0.796,minimize_generator,full_grid,False,963.598,4117.765,5000,inf
2010-02-20,660.98,542.445,1203.425,826.69,61.92,888.61,888.61,0.0,0.0,0.0,314.815,0.0,0.0,0.0,0.0,0.0,200.0,0.2,1.0,0.0,0.0,12.323,0.0,0.0,12.323,0.738,1.0,0.738,minimize_generator,full_grid,False,1278.413,4117.765,5000,inf
2010-02-21,589.125,538.053,1127.178,842.86,26.84,869.7,869.7,0.0,0.0,0.0,257.478,0.0,0.0,0.0,0.0,0.0,200.0,0.2,1.0,0.0,0.0,10.031,0.0,0.0,10.031,0.772,1.0,0.772,minimize_generator,full_grid,False,1535.891,4117.765,5000,inf
2010-02-22,660.035,519.209,1179.244,780.888,397.76,1178.648,1178.648,0.0,0.0,0.0,0.596,0.0,0.0,0.0,0.0,0.0,200.0,0.2,1.0,0.0,0.0,0.023,0.0,0.0,0.023,0.999,1.0,0.999,minimize_generator,full_grid,False,1536.486,4117.765,5000,inf
2010-02-23,657.81,534.399,1192.209,809.753,387.2,1196.953,1192.209,4.744,4.744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.507,0.205,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,minimize_generator,full_grid,False,1536.486,4117.765,5000,inf
2010-02-24,587.445,506.382,1093.827,774.472,212.0,986.472,986.472,0.0,0.0,4.282,103.073,0.0,0.0,0.0,0.0,0.0,200.0,0.2,1.0,0.0,0.0,4.026,0.0,0.0,4.026,0.906,1.0,0.906,minimize_generator,full_grid,False,1639.559,4117.765,5000,inf
2010-02-25,658.38,476.363,1134.743,622.989,172.44,795.429,795.429,0.0,0.0,0.0,339.314,0.0,0.0,0.0,0.0,0.0,200.0,0.2,1.0,0.0,0.0,13.356,0.0,0.0,13.356,0.701,1.0,0.701,minimize_generator,full_grid,False,1978.874,4117.765,5000,inf
2010-02-26,663.245,411.826,1075.071,654.191,440.16,1094.351,1075.071,19.28,19.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.316,0.218,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,minimize_generator,full_grid,False,1978.874,4117.765,5000,inf
2010-02-27,657.25,467.691,1124.941,860.592,157.68,1018.272,1018.272,0.0,0.0,17.4,89.269,0.0,0.0,0.0,0.0,0.0,200.0,0.2,1.0,0.0,0.0,3.516,0.0,0.0,3.516,0.921,1.0,0.921,minimize_generator,full_grid,False,2068.143,4117.765,5000,inf
2010-02-28,663.805,567.311,1231.116,700.38,337.72,1038.1,1038.1,0.0,0.0,0.0,193.016,0.0,0.0,0.0,0.0,0.0,200.0,0.2,1.0,0.0,0.0,7.542,0.0,0.0,7.542,0.843,1.0,0.843,minimize_generator,full_grid,False,2261.159,4117.765,5000,inf
2010-03-01,581.29,547.908,1129.198,868.958,397.76,1266.718,1129.198,137.52,137.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.644,0.331,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,minimize_generator,full_grid,False,0.0,0.0,5000,inf
2010-03-02,661.165,541.154,1202.319,886.262,121.6,1007.862,1007.862,0.0,0.0,124.112,70.345,0.0,0.0,0.0,0.0,0.0,200.0,0.2,1.0,0.0,0.0,2.768,0.0,0.0,2.768,0.941,1.0,0.941,minimize_generator,full_grid,False,70.345,0.0,5000,inf
2010-03-03,658.555,536.954,1195.509,824.867,98.88,923.747,923.747,0.0,0.0,0.0,271.762,0.0,0.0,0.0,0.0,0.0,200.0,0.2,1.0,0.0,0.0,10.697,0.0,0.0,10.697,0.773,1.0,0.773,minimize_generator,full_grid,False,342.108,0.0,5000,inf
2010-03-04,657.435,634.062,1291.497,932.673,334.28,1266.953,1266.953,0.0,0.0,0.0,24.544,0.0,0.0,0.0,0.0,0.0,200.0,0.2,1.0,0.0,0.0,0.96,0.0,0.0,0.96,0.981,1.0,0.981,minimize_generator,full_grid,False,366.652,0.0,5000,inf
2010-03-05,659.115,536.932,1196.047,824.772,50.32,875.092,875.092,0.0,0.0,0.0,320.955,0.0,0.0,0.0,0.0,0.0,200.0,0.2,1.0,0.0,0.0,12.633,0.0,0.0,12.633,0.732,1.0,0.732,minimize_generator,full_grid,False,687.606,0.0,5000,inf
2010-03-06,584.66,562.655,1147.315,906.253,84.68,990.933,990.933,0.0,0.0,0.0,156.382,0.0,0.0,0.0,0.0,0.0,200.0,0.2,1.0,0.0,0.0,6.116,0.0,0.0,6.116,0.864,1.0,0.864,minimize_generator,full_grid,False,843.988,0.0,5000,inf
2010-03-07,658.38,610.157,1268.537,929.992,154.04,1084.032,1084.032,0.0,0.0,0.0,184.505,0.0,0.0,0.0,0.0,0.0,200.0,0.2,1.0,0.0,0.0,7.226,0.0,0.0,7.226,0.855,1.0,0.855,minimize_generator,full_grid,False,1028.493,0.0,5000,inf
2010-03-08,660.805,612.95,1273.755,907.626,40.56,948.186,948.186,0.0,0.0,0.0,325.569,0.0,0.0,0.0,0.0,0.0,200.0,0.2,1.0,0.0,0.0,12.751,0.0,0.0,12.751,0.744,1.0,0.744,minimize_generator,full_grid,False,1354.062,0.0,5000,inf
2010-03-09,665.67,638.998,1304.668,820.952,233.88,1054.832,1054.832,0.0,0.0,0.0,249.836,0.0,0.0,0.0,0.0,0.0,200.0,0.2,1.0,0.0,0.0,9.772,0.0,0.0,9.772,0.809,1.0,0.809,minimize_generator,full_grid,False,1603.898,0.0,5000,inf
2010-03-10,657.995,636.53,1294.525,885.318,128.4,1013.718,1013.718,0.0,0.0,0.0,280.807,0.0,0.0,0.0,0.0,0.0,200.0,0.2,1.0,0.0,0.0,10.98,0.0,0.0,10.98,0.783,1.0,0.783,minimize_generator,full_grid,False,1884.705,0.0,5000,inf
2010-03-11,657.25,661.969,1319.219,933.728,53.12,986.848,986.848,0.0,0.0,0.0,332.371,0.0,0.0,0.0,0.0,0.0,200.0,0.2,1.0,0.0,0.0,12.975,0.0,0.0,12.975,0.748,1.0,0.748,minimize_generator,full_grid,False,2217.076,0.0,5000,inf
2010-03-12,658.555,624.447,1283.002,945.927,52.0,997.927,997.927,0.0,0.0,0.0,285.075,0.0,0.0,0.0,0.0,0.0,200.0,0.2,1.0,0.0,0.0,11.155,0.0,0.0,11.155,0.778,1.0,0.778,minimize_generator,full_grid,False,2502.151,0.0,5000,inf
2010-03-13,664.55,640.41,1304.96,938.931,197.76,1136.691,1136.691,0.0,0.0,0.0,168.269,0.0,0.0,0.0,0.0,0.0,200.0,0.2,1.0,0.0,0.0,6.58,0.0,0.0,6.58,0.871,1.0,0.871,minimize_generator,full_grid,False,2670.421,0.0,5000,inf
2010-03-14,662.685,617.106,1279.791,781.599,298.12,1079.719,1079.719,0.0,0.0,0.0,200.072,0.0,0.0,0.0,0.0,0.0,200.0,0.2,1.0,0.0,0.0,7.835,0.0,0.0,7.835,0.844,1.0,0.844,minimize_generator,full_grid,False,2870.492,0.0,5000,inf
2010-03-15,659.3,603.12,1262.42,706.065,258.44,964.505,964.505,0.0,0.0,0.0,297.915,0.0,0.0,0.0,0.0,0.0,200.0,0.2,1.0,0.0,0.0,11.674,0.0,0.0,11.674,0.764,1.0,0.764,minimize_generator,full_grid,False,3168.407,0.0,5000,inf
2010-03-16,663.805,674.224,1338.029,844.022,519.12,1363.142,1338.029,25.113,25.113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.858,0.224,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,minimize_generator,full_grid,False,3168.407,0.0,5000,inf
2010-03-17,662.685,589.2,1251.885,859.369,470.8,1330.169,1251.885,78.284,78.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.227,0.298,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,minimize_generator,full_grid,False,3168.407,0.0,5000,inf
2010-03-18,666.24,639.556,1305.796,987.263,560.64,1547.903,1305.796,242.107,242.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528.229,0.528,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,minimize_generator,full_grid,False,3168.407,0.0,5000,inf
2010-03-19,659.86,696.324,1356.184,1053.671,368.36,1422.031,1356.184,65.847,65.847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.783,0.591,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,minimize_generator,full_grid,False,3168.407,0.0,5000,inf
2010-03-20,661.54,736.594,1398.134,1019.277,338.56,1357.837,1357.837,0.0,0.0,40.297,0.0,0.0,0.0,0.0,0.0,0.0,548.366,0.548,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,minimize_generator,full_grid,False,3168.407,0.0,5000,inf
2010-03-21,661.54,708.647,1370.187,948.878,151.32,1100.198,1100.198,0.0,0.0,269.989,0.0,0.0,0.0,0.0,0.0,0.0,264.167,0.264,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,minimize_generator,full_grid,False,3168.407,0.0,5000,inf
2010-03-22,657.81,736.975,1394.785,952.77,144.16,1096.93,1096.93,0.0,0.0,60.959,236.896,0.0,0.0,0.0,0.0,0.0,200.0,0.2,1.0,0.0,0.0,9.21,0.0,0.0,9.21,0.83,1.0,0.83,minimize_generator,full_grid,False,3405.303,0.0,5000,inf
2010-03-23,665.11,723.097,1388.207,974.102,224.36,1198.462,1198.462,0.0,0.0,0.0,189.745,0.0,0.0,0.0,0.0,0.0,200.0,0.2,1.0,0.0,0.0,7.385,0.0,0.0,7.385,0.863,1.0,0.863,minimize_generator,full_grid,False,3595.048,0.0,5000,inf
2010-03-24,665.295,669.41,1334.705,983.103,19.92,1003.023,1003.023,0.0,0.0,0.0,331.682,0.0,0.0,0.0,0.0,0.0,200.0,0.2,1.0,0.0,0.0,12.949,0.0,0.0,12.949,0.751,1.0,0.751,minimize_generator,full_grid,False,3926.73,0.0,5000,inf
2010-03-25,664.55,796.824,1461.374,951.862,467.4,1419.262,1419.262,0.0,0.0,0.0,42.112,0.0,0.0,0.0,0.0,0.0,200.0,0.2,1.0,0.0,0.0,1.633,0.0,0.0,1.633,0.971,1.0,0.971,minimize_generator,full_grid,False,3968.842,0.0,5000,inf
2010-03-26,663.99,691.276,1355.266,983.782,369.16,1352.942,1352.942,0.0,0.0,0.0,2.324,0.0,0.0,0.0,0.0,0.0,200.0,0.2,1.0,0.0,0.0,0.091,0.0,0.0,0.091,0.998,1.0,0.998,minimize_generator,full_grid,False,3971.165,0.0,5000,inf
2010-03-27,659.475,680.463,1339.938,897.135,361.92,1259.055,1259.055,0.0,0.0,0.0,80.883,0.0,0.0,0.0,0.0,0.0,200.0,0.2,1.0,0.0,0.0,3.155,0.0,0.0,3.155,0.94,1.0,0.94,minimize_generator,full_grid,False,4052.049,0.0,5000,inf
2010-03-28,663.805,690.54,1354.345,1001.636,12.92,1014.556,1014.556,0.0,0.0,0.0,339.789,0.0,0.0,0.0,0.0,0.0,200.0,0.2,1.0,0.0,0.0,13.248,0.0,0.0,13.248,0.749,1.0,0.749,minimize_generator,full_grid,False,4391.838,0.0,5000,inf
